Option Code,LAST,LX,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,LAST,LX,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,,
SPY201007C315,22.57,C,0,0,95.22%,4.78%,9.39%,.01,0,-.06,.04,0,24,.06,.01,29.65%,22.89,22.79,Q,23.11,Q,7 OCT 20,315,.22,N,.23,W,SPY201007P315,.44,N,0,0,4.41%,95.59%,8.67%,.00,0,-.08,.04,0,"1,864",.225,.01,28.99%,0,,
SPY201007C316,11.13,C,-3.85,12,93.94%,6.06%,11.91%,.02,0,-.08,.05,12,6,.14,.01,30.39%,21.89,21.88,Q,22.18,Q,7 OCT 20,316,.25,P,.26,W,SPY201007P316,.49,P,0,0,4.96%,95.04%,9.74%,.00,0,-.09,.04,0,746,.255,.01,28.60%,0,,
SPY201007C317,17.70,W,0,0,94.87%,5.13%,10.09%,.02,0,-.06,.04,0,66,.07,.01,27.53%,20.89,20.81,Q,21.11,Q,7 OCT 20,317,.28,W,.29,W,SPY201007P317,.60,I,0,0,5.52%,94.48%,10.84%,.00,0,-.09,.05,0,779,.285,.01,28.12%,0,,
SPY201007C318,19.85,A,0,0,93.40%,6.60%,12.97%,.02,0,-.08,.05,0,65,.155,.01,28.30%,19.89,19.89,Q,20.20,Q,7 OCT 20,318,.32,W,.33,W,SPY201007P318,.65,E,0,0,6.23%,93.77%,12.23%,.00,0,-.10,.05,0,"1,882",.325,.01,27.76%,0,,
SPY201007C319,18.61,I,0,0,90.83%,9.17%,17.99%,.03,0,-.12,.07,0,38,.34,.01,30.27%,18.89,19.09,Q,19.37,Q,7 OCT 20,319,.37,W,.38,Z,SPY201007P319,.60,P,0,0,7.08%,92.92%,13.90%,.00,0,-.11,.06,0,"1,371",.375,.01,27.47%,0,,
SPY201007C320,15.72,A,0,0,91.00%,9.00%,17.66%,.03,0,-.11,.07,0,113,.30,.01,28.41%,17.89,18.04,I,18.34,I,7 OCT 20,320,.43,I,.45,W,SPY201007P320,.87,I,0,0,8.13%,91.87%,15.95%,.00,0,-.13,.07,0,"2,055",.44,.01,27.30%,0,,
SPY201007C321,15.45,C,0,0,89.09%,10.91%,21.40%,.03,0,-.13,.08,0,203,.44,.01,29.08%,16.89,17.19,Q,17.47,Q,7 OCT 20,321,.49,Z,.50,W,SPY201007P321,.97,N,0,0,9.07%,90.93%,17.79%,-.01,0,-.14,.07,0,"1,077",.495,.01,26.86%,0,,
SPY201007C322,13.53,A,0,0,87.66%,12.34%,24.18%,.03,0,-.15,.09,0,174,.54,.01,28.98%,15.89,16.23,Q,16.63,Q,7 OCT 20,322,.56,W,.58,X,SPY201007P322,1.05,C,0,0,10.27%,89.73%,20.13%,-.01,0,-.15,.08,0,"1,113",.57,.01,26.57%,0,,
SPY201007C323,11.96,X,0,0,87.15%,12.85%,25.18%,.04,0,-.15,.09,0,430,.545,.02,27.69%,14.89,15.38,I,15.49,I,7 OCT 20,323,.63,W,.64,Q,SPY201007P323,.64,Z,-.62,18,11.38%,88.62%,22.30%,-.01,0,-.16,.09,18,"2,171",.635,.02,26.05%,0,,
SPY201007C324,11.11,I,0,0,86.94%,13.06%,25.57%,.04,0,-.14,.09,0,351,.515,.02,25.99%,13.89,14.32,I,14.49,I,7 OCT 20,324,.73,W,.74,P,SPY201007P324,1.34,A,0,0,12.89%,87.11%,25.25%,-.01,0,-.18,.09,0,"1,208",.735,.02,25.82%,0,,
SPY201007C325,10.57,C,0,0,83.78%,16.22%,31.75%,.04,0,-.18,.11,0,449,.785,.02,27.33%,12.89,13.60,I,13.75,Q,7 OCT 20,325,.85,W,.86,P,SPY201007P325,.88,E,-.74,2,14.62%,85.38%,28.62%,-.01,0,-.19,.10,2,"1,862",.855,.02,25.64%,0,,
SPY201007C326,9.55,X,0,0,82.23%,17.77%,34.75%,.04,0,-.19,.11,0,519,.885,.02,26.76%,11.89,12.69,P,12.86,Q,7 OCT 20,326,.95,Z,.96,P,SPY201007P326,.96,I,-.81,6,16.20%,83.80%,31.69%,-.01,0,-.20,.11,6,"1,596",.955,.02,25.14%,0,,
SPY201007C327,8.64,W,0,0,80.23%,19.77%,38.63%,.04,0,-.21,.12,0,351,1.035,.02,26.51%,10.89,11.86,I,11.99,Q,7 OCT 20,327,1.07,W,1.08,N,SPY201007P327,1.09,Z,-.84,6,18.01%,81.99%,35.20%,-.01,0,-.22,.12,6,"3,183",1.075,.02,24.69%,0,,
SPY201007C328,7.92,I,0,0,78.56%,21.44%,41.86%,.04,0,-.21,.13,0,259,1.135,.02,25.72%,9.89,10.96,I,11.09,Q,7 OCT 20,328,1.25,W,1.27,P,SPY201007P328,1.26,E,-1.11,3,20.40%,79.60%,39.84%,-.01,0,-.24,.13,3,962,1.26,.02,24.64%,0,,
SPY201007C329,7.19,A,0,0,75.58%,24.42%,47.64%,.04,0,-.24,.14,0,581,1.42,.03,26.17%,8.89,10.24,Q,10.38,I,7 OCT 20,329,1.38,Z,1.40,N,SPY201007P329,1.44,C,-1.18,11,22.40%,77.60%,43.72%,-.01,0,-.25,.14,11,434,1.39,.03,24.00%,0,,
SPY201007C330,7.43,A,0,0,74.51%,25.49%,49.70%,.04,0,-.23,.14,0,880,1.395,.03,24.29%,7.89,9.19,I,9.38,I,7 OCT 20,330,1.59,Z,1.61,W,SPY201007P330,1.59,P,-1.31,53,25.05%,74.95%,48.84%,-.02,0,-.26,.15,53,"3,555",1.60,.03,23.81%,0,,
SPY201007C331,5.99,Z,0,0,71.14%,28.86%,56.23%,.04,0,-.25,.16,0,657,1.735,.03,24.77%,6.89,8.57,Q,8.68,I,7 OCT 20,331,1.80,W,1.83,Z,SPY201007P331,3.29,A,0,0,27.77%,72.23%,54.09%,-.02,0,-.27,.15,0,"1,122",1.815,.03,23.48%,0,,
SPY201007C332,5.20,A,0,0,68.31%,31.69%,61.68%,.04,0,-.26,.16,0,"1,627",1.98,.03,24.44%,5.89,7.82,Q,7.92,P,7 OCT 20,332,2.02,Z,2.05,N,SPY201007P332,2.09,W,-1.53,3,30.59%,69.41%,59.54%,-.02,0,-.28,.16,3,"1,187",2.035,.03,23.03%,0,,
SPY201007C333,4.75,E,0,0,65.72%,34.28%,66.64%,.04,0,-.26,.17,0,945,2.145,.03,23.47%,4.89,6.98,P,7.09,P,7 OCT 20,333,2.30,W,2.33,N,SPY201007P333,2.32,M,-1.71,3,33.79%,66.21%,65.70%,-.02,0,-.30,.17,3,"1,557",2.315,.03,22.78%,0,,
SPY201007C334,6.40,Z,+2.25,8,62.50%,37.50%,72.82%,.04,0,-.27,.17,8,923,2.43,.04,23.06%,3.89,6.29,C,6.35,I,7 OCT 20,334,2.62,P,2.64,P,SPY201007P334,2.64,Q,-1.76,15,37.20%,62.80%,72.23%,-.02,0,-.31,.17,15,894,2.63,.04,22.55%,0,,
SPY201007C335,5.70,N,+2.10,2,59.05%,40.95%,79.42%,.04,0,-.28,.18,2,"1,443",2.76,.04,22.72%,2.89,5.63,Z,5.67,W,7 OCT 20,335,2.92,W,2.95,N,SPY201007P335,2.97,W,-1.82,127,40.65%,59.35%,78.83%,-.03,0,-.31,.18,127,"3,312",2.935,.04,22.07%,0,,
SPY201007C336,4.98,M,+1.86,3,55.40%,44.60%,86.39%,.03,0,-.28,.18,3,936,3.145,.04,22.50%,1.89,5.00,I,5.07,I,7 OCT 20,336,3.26,Z,3.28,Z,SPY201007P336,5.40,I,0,0,44.32%,55.68%,85.82%,-.03,0,-.31,.18,0,"1,124",3.27,.04,21.58%,0,,
SPY201007C337,4.45,I,+1.79,54,51.66%,48.34%,93.48%,.03,0,-.28,.19,54,"1,252",3.53,.04,22.08%,.89,4.40,P,4.44,Z,7 OCT 20,337,3.66,W,3.70,P,SPY201007P337,3.80,Z,-2.20,11,48.24%,51.76%,93.24%,-.03,0,-.31,.19,11,509,3.68,.04,21.29%,0,,
SPY201007C338,3.89,Q,+1.56,34,47.79%,52.21%,99.10%,.03,0,-.28,.19,34,"2,006",3.89,.04,21.92%,0,3.86,Q,3.92,P,7 OCT 20,338,4.16,W,4.21,P,SPY201007P338,4.11,N,-1.51,13,52.24%,47.76%,99.07%,-.03,0,-.32,.19,13,368,4.075,.04,21.31%,.11,,
SPY201007C339,3.30,C,+1.45,13,43.80%,56.20%,90.71%,.03,0,-.27,.18,13,"3,780",3.33,.04,21.37%,0,3.32,P,3.34,Q,7 OCT 20,339,4.55,Z,4.59,P,SPY201007P339,5.91,I,0,0,56.42%,43.58%,90.29%,-.04,0,-.30,.18,0,239,3.46,.04,20.46%,1.11,,
SPY201007C340,2.90,M,+1.32,664,39.79%,60.21%,82.28%,.03,0,-.27,.18,664,"29,040",2.855,.04,21.07%,0,2.84,Z,2.87,W,7 OCT 20,340,4.99,P,5.06,P,SPY201007P340,6.20,E,0,0,60.81%,39.19%,81.10%,-.04,0,-.29,.18,0,490,2.915,.04,19.74%,2.11,,
SPY201007C341,2.40,M,+1.04,6,35.77%,64.23%,73.88%,.02,0,-.25,.18,6,691,2.42,.04,20.75%,0,2.41,P,2.43,P,7 OCT 20,341,5.69,I,5.76,I,SPY201007P341,6.81,J,0,0,64.60%,35.40%,73.12%,-.04,0,-.29,.18,0,221,2.615,.04,20.15%,3.11,,
SPY201007C342,2.00,P,+.91,1,32.11%,67.89%,66.22%,.02,0,-.25,.17,1,"1,082",2.095,.04,20.84%,0,2.08,P,2.11,W,7 OCT 20,342,6.23,I,6.31,H,SPY201007P342,8.11,D,0,0,69.02%,30.98%,63.93%,-.05,0,-.27,.17,0,78,2.16,.04,19.43%,4.11,,
SPY201007C343,1.69,C,+.82,2,28.26%,71.74%,58.21%,.02,0,-.23,.16,2,"1,007",1.735,.04,20.49%,0,1.72,W,1.75,Z,7 OCT 20,343,6.80,I,6.91,I,SPY201007P343,10.15,J,0,0,73.55%,26.45%,54.52%,-.05,0,-.24,.16,0,167,1.745,.04,18.64%,5.11,,
SPY201007C344,1.39,M,+.63,1,24.70%,75.30%,50.82%,.02,0,-.21,.15,1,"1,047",1.44,.03,20.30%,0,1.43,P,1.45,Z,7 OCT 20,344,7.55,P,7.64,I,SPY201007P344,10.13,A,0,0,77.21%,22.79%,46.90%,-.05,0,-.23,.14,0,19,1.485,.04,18.55%,6.11,,
SPY201007C345,1.16,I,+.54,60,21.37%,78.63%,43.92%,.01,0,-.19,.14,60,"3,028",1.185,.03,20.13%,0,1.17,W,1.20,W,7 OCT 20,345,8.37,I,8.49,Q,SPY201007P345,10.24,Q,0,0,80.05%,19.95%,41.00%,-.05,0,-.22,.13,0,156,1.32,.03,18.89%,7.11,,
SPY201007C346,.72,C,0,0,18.38%,81.62%,37.72%,.01,0,-.18,.13,0,941,.975,.03,20.04%,0,.96,W,.99,W,7 OCT 20,346,9.26,I,9.37,I,SPY201007P346,10.33,Q,0,0,82.31%,17.69%,36.32%,-.05,0,-.21,.12,0,4,1.205,.03,19.46%,8.11,,
SPY201007C347,.75,A,+.36,1,15.38%,84.62%,31.55%,.01,0,-.15,.11,1,"1,332",.77,.03,19.74%,0,.76,W,.78,P,7 OCT 20,347,10.04,I,10.20,I,SPY201007P347,11.82,J,0,0,85.30%,14.70%,30.16%,-.06,0,-.19,.11,0,108,1.01,.03,19.18%,9.11,,
SPY201007C348,.65,I,+.32,3,13.11%,86.89%,26.85%,.01,0,-.14,.10,3,"1,149",.635,.02,19.81%,0,.63,N,.64,N,7 OCT 20,348,10.73,Q,10.90,Q,SPY201007P348,11.36,I,0,0,89.95%,10.05%,20.60%,-.06,0,-.14,.08,0,53,.705,.02,17.33%,10.11,,
SPY201007C349,.52,A,+.27,2,10.95%,89.05%,22.41%,.01,0,-.12,.09,2,115,.51,.02,19.76%,0,.50,P,.52,W,7 OCT 20,349,11.55,Z,11.82,Z,SPY201007P349,13.54,J,0,0,92.57%,7.43%,15.21%,-.06,0,-.12,.07,0,95,.575,.02,16.76%,11.11,,
SPY201007C350,.40,P,+.19,2,9.12%,90.88%,18.64%,.01,0,-.11,.08,2,"1,819",.41,.02,19.76%,0,.40,W,.42,N,7 OCT 20,350,12.41,Q,12.71,Q,SPY201007P350,12.99,P,0,0,95.35%,4.65%,9.51%,-.06,0,-.09,.05,0,156,.45,.01,15.63%,12.11,,
SPY201007C351,.32,N,+.06,2,7.63%,92.37%,15.60%,.01,0,-.09,.07,2,302,.335,.02,19.87%,0,.33,N,.34,N,7 OCT 20,351,13.34,Q,13.60,Q,SPY201007P351,21.30,X,<empty>,1,97.79%,2.21%,4.52%,-.07,0,-.07,.03,1,6,.36,.01,14.06%,13.11,,
SPY201007C352,.13,E,0,0,6.25%,93.75%,12.76%,.00,0,-.08,.06,0,594,.265,.01,19.86%,0,.26,W,.27,N,7 OCT 20,352,14.33,P,14.76,H,SPY201007P352,16.95,P,0,0,96.13%,3.87%,7.90%,-.06,0,-.09,.04,0,5,.435,.01,17.22%,14.11,,
SPY201007C353,.22,A,+.05,2,5.34%,94.66%,10.91%,.00,0,-.07,.05,2,402,.225,.01,20.18%,0,.22,N,.23,W,7 OCT 20,353,15.17,Q,15.44,Q,SPY201007P353,21.14,C,+.32,1,100.00%,0.00%,0.00%,.00,0,.00,-161.10,1,10,.195,.00,0.07%,15.11,,
SPY201007C354,.09,C,0,0,4.30%,95.70%,8.77%,.00,0,-.06,.05,0,382,.175,.01,20.14%,0,.17,X,.18,Q,7 OCT 20,354,16.34,Q,16.66,I,SPY201007P354,23.40,I,+1.43,6,97.41%,2.59%,5.28%,-.07,0,-.08,.03,6,11,.39,.01,17.75%,16.11,,
SPY201007C355,.12,Q,0,0,3.61%,96.39%,7.35%,.00,0,-.05,.04,0,"1,241",.145,.01,20.37%,0,.14,X,.15,Q,7 OCT 20,355,17.32,Q,17.65,Q,SPY201007P355,21.35,I,-9.56,1,97.85%,2.15%,4.39%,-.07,0,-.07,.03,1,65,.375,.01,18.07%,17.11,,
SPY201007C356,.13,N,0,0,3.11%,96.89%,6.34%,.00,0,-.05,.03,0,217,.125,.01,20.74%,0,.12,W,.13,W,7 OCT 20,356,18.13,Q,18.46,Q,SPY201007P356,23.85,I,+.99,24,100.00%,0.00%,0.00%,-.07,0,-.04,.00,24,18,.185,.00,0.07%,18.11,,
SPY201007C357,.08,Q,0,0,2.63%,97.37%,5.36%,.00,0,-.04,.03,0,744,.105,.01,21.00%,0,.10,W,.11,W,7 OCT 20,357,19.29,Q,19.62,Q,SPY201007P357,24.86,I,+1.03,24,98.69%,1.31%,2.66%,-.07,0,-.06,.02,24,18,.345,.00,18.26%,19.11,,
SPY201007C358,.07,D,0,0,2.16%,97.84%,4.40%,.00,0,-.03,.03,0,352,.085,.01,21.13%,0,.08,X,.09,Q,7 OCT 20,358,20.16,I,20.40,I,SPY201007P358,33.91,I,+4.40,1,100.00%,0.00%,0.00%,-.07,0,-.04,.00,1,1,.17,.00,0.07%,20.11,,
SPY201007C359,.04,P,0,0,1.89%,98.11%,3.85%,.00,0,-.03,.02,0,561,.075,.00,21.55%,0,.07,W,.08,W,7 OCT 20,359,21.00,Q,21.31,Q,SPY201007P359,0, ,0,<empty>,100.00%,0.00%,0.00%,-.07,0,-.04,.00,<empty>,0,.045,.00,0.07%,21.11,,
SPY201007C360,.04,P,0,0,1.64%,98.36%,3.33%,.00,0,-.03,.02,0,689,.065,.00,21.90%,0,.06,W,.07,W,7 OCT 20,360,22.00,Q,22.42,Q,SPY201007P360,11.20,P,+.76,51,100.00%,0.00%,0.00%,-.07,0,-.04,.00,51,82,.10,.00,0.07%,22.11,,
SPY201007C361,.02,D,0,0,1.39%,98.61%,2.83%,.00,0,-.02,.02,0,487,.055,.00,22.17%,0,.05,W,.06,W,7 OCT 20,361,23.20,Q,23.55,Q,SPY201007P361,0, ,0,<empty>,100.00%,0.00%,0.00%,-.07,0,-.04,.00,<empty>,0,.265,.00,0.07%,23.11,,
SPY201007C362,.03,A,+.01,6,1.15%,98.85%,2.33%,.00,0,-.02,.02,6,100,.045,.00,22.33%,0,.04,X,.05,W,7 OCT 20,362,24.10,Q,24.43,Q,SPY201007P362,0, ,0,<empty>,100.00%,0.00%,0.00%,.00,0,.00,-251.10,<empty>,0,.155,.00,0.07%,24.11,,
SPY201007C363,.04,A,0,0,0.91%,99.09%,1.84%,.00,0,-.02,.01,0,41,.035,.00,22.34%,0,.03,X,.04,Z,7 OCT 20,363,25.21,Z,25.54,Q,SPY201007P363,0, ,0,<empty>,100.00%,0.00%,0.00%,-.07,0,-.04,.00,<empty>,0,.265,.00,0.07%,25.11,,
SPY201007C364,0, ,0,<empty>,0.88%,99.12%,1.79%,.00,0,-.02,.01,<empty>,1,.035,.00,23.08%,0,.03,W,.04,W,7 OCT 20,364,26.20,Q,26.51,Q,SPY201007P364,0, ,0,<empty>,100.00%,0.00%,0.00%,.00,0,.00,-271.10,<empty>,0,.245,.00,0.07%,26.11,,
SPY201007C365,.02,D,-.01,3,0.66%,99.34%,1.34%,.00,0,-.01,.01,3,"5,366",.025,.00,22.90%,0,.02,X,.03,Z,7 OCT 20,365,27.18,I,27.50,I,SPY201007P365,26.93,A,0,0,100.00%,0.00%,0.00%,-.07,0,-.04,.00,0,5,.23,.00,0.07%,27.11,,
SPY201007C366,.02,Q,0,0,0.64%,99.36%,1.30%,.00,0,-.01,.01,0,111,.025,.00,23.60%,0,.02,W,.03,W,7 OCT 20,366,28.23,I,28.44,I,SPY201007P366,0, ,0,<empty>,100.00%,0.00%,0.00%,.00,0,.00,-291.10,<empty>,0,.225,.00,0.07%,28.11,,
SPY201007C367,.02,D,0,0,0.61%,99.39%,1.24%,.00,0,-.01,.01,0,102,.025,.00,24.25%,0,.02,W,.03,W,7 OCT 20,367,29.10,Q,29.50,I,SPY201007P367,0, ,0,<empty>,100.00%,0.00%,0.00%,-.07,0,-.04,.00,<empty>,0,.19,.00,0.07%,29.11,,
SPY201007C368,0, ,0,<empty>,0.40%,99.60%,0.81%,.00,0,-.01,.01,<empty>,0,.015,.00,23.63%,0,.01,W,.02,W,7 OCT 20,368,30.18,I,30.52,Z,SPY201007P368,0, ,0,<empty>,100.00%,0.00%,0.00%,-.07,0,-.04,.00,<empty>,0,.24,.00,0.07%,30.11,,
SPY201007C369,0, ,0,<empty>,0.39%,99.61%,0.79%,.00,0,-.01,.01,<empty>,0,.015,.00,24.29%,0,.01,W,.02,W,7 OCT 20,369,31.01,I,31.39,I,SPY201007P369,0, ,0,<empty>,100.00%,0.00%,0.00%,.00,0,.00,-321.10,<empty>,0,.09,.00,0.07%,31.11,,
SPY201007C370,.01,X,0,0,0.38%,99.62%,0.76%,.00,0,-.01,.01,0,532,.015,.00,24.95%,0,.01,W,.02,W,7 OCT 20,370,32.21,P,32.44,Q,SPY201007P370,33.30,P,0,0,100.00%,0.00%,0.00%,-.07,0,-.04,.00,0,1,.215,.00,0.07%,32.11,,
SPY201007C375,.01,Q,-.01,16,0.13%,99.87%,0.27%,.00,0,.00,.00,16,513,.005,.00,25.41%,0,0,I,.01,W,7 OCT 20,375,36.89,Q,37.30,Z,SPY201007P375,0, ,0,<empty>,100.00%,0.00%,0.00%,.00,<empty>,.00,-381.10,<empty>,0,-.015,.00,--,37.11,,
SPY201007C380,.01,D,0,11,0.12%,99.88%,0.24%,.00,0,.00,.00,11,"5,077",.005,.00,28.31%,0,0,T,.01,W,7 OCT 20,380,42.15,Q,42.49,Q,SPY201007P380,0, ,0,<empty>,100.00%,0.00%,0.00%,.00,0,.00,-431.10,<empty>,0,.21,.00,0.07%,42.11,,
SPY201007C385,.01,M,-.02,1,0.11%,99.89%,0.22%,.00,0,.00,.00,1,"2,748",.005,.00,31.14%,0,0,T,.01,W,7 OCT 20,385,47.11,I,47.40,I,SPY201007P385,0, ,0,<empty>,100.00%,0.00%,0.00%,-.07,0,-.04,.00,<empty>,0,.145,.00,0.07%,47.11,,
SPY201007C390,.01,I,0,1,0.10%,99.90%,0.20%,.00,0,.00,.00,1,63,.005,.00,33.91%,0,0,T,.01,W,7 OCT 20,390,52.04,Q,52.36,Q,SPY201007P390,0, ,0,<empty>,100.00%,0.00%,0.00%,.00,0,.00,-531.10,<empty>,0,.09,.00,0.07%,52.11,,
SPY201007C395,.01,C,-.02,1,0.09%,99.91%,0.18%,.00,0,.00,.00,1,51,.005,.00,36.64%,0,0,T,.01,W,7 OCT 20,395,57.10,I,57.42,I,SPY201007P395,0, ,0,<empty>,100.00%,0.00%,0.00%,-.08,0,-.04,.00,<empty>,0,.15,.00,0.07%,57.11,,
SPY201007C400,.01,M,-.01,1,0.08%,99.92%,0.17%,.00,0,.00,.00,1,111,.005,.00,39.30%,0,0,T,.01,W,7 OCT 20,400,62.14,Q,62.56,Q,SPY201007P400,65.57,A,-11.88,2,100.00%,0.00%,0.00%,-.08,0,-.04,.00,2,0,.24,.00,0.08%,62.11,,
SPY201007C405,.01,C,-.01,4,0.08%,99.92%,0.16%,.00,0,.00,.00,4,7,.005,.00,41.92%,0,0,I,.01,W,7 OCT 20,405,67.15,Q,67.49,Q,SPY201007P405,0, ,0,<empty>,100.00%,0.00%,0.00%,.00,0,.00,-681.10,<empty>,0,.21,.00,0.07%,67.11,,
SPY201007C410,.02,E,0,8,0.07%,99.93%,0.15%,.00,0,.00,.00,8,38,.005,.00,44.49%,0,0,T,.01,W,7 OCT 20,410,72.10,Z,72.55,I,SPY201007P410,0, ,0,<empty>,100.00%,0.00%,0.00%,-.08,0,-.04,.00,<empty>,0,.215,.00,0.07%,72.11,,
SPY201007C415,.03,M,-.08,1,0.07%,99.93%,0.14%,.00,0,.00,.00,1,692,.005,.00,47.02%,0,0,T,.01,W,7 OCT 20,415,77.11,I,77.53,I,SPY201007P415,0, ,0,<empty>,100.00%,0.00%,0.00%,.00,0,.00,-781.10,<empty>,0,.21,.00,0.07%,77.11,,
SPY201007C420,.02,M,0,2,0.06%,99.94%,0.13%,.00,0,.00,.00,2,115,.005,.00,49.50%,0,0,T,.01,W,7 OCT 20,420,81.97,Q,82.38,Q,SPY201007P420,0, ,0,<empty>,100.00%,0.00%,0.00%,-.08,0,-.04,.00,<empty>,0,.065,.00,0.08%,82.11,,
SPY201007C425,.02,B,0,1,0.06%,99.94%,0.12%,.00,0,.00,.00,1,1,.005,.00,51.95%,0,0,T,.01,W,7 OCT 20,425,87.05,Q,87.51,Z,SPY201007P425,0, ,0,<empty>,100.00%,0.00%,0.00%,-.08,0,-.04,.00,<empty>,0,.17,.00,0.07%,87.11,,
SPY201009C180,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.055,.00,--,157.89,157.60,X,158.07,X,9 OCT 20,180,0,T,.01,W,SPY201009P180,.02,A,0,3,0.06%,99.94%,0.11%,.00,0,.00,.00,3,165,.005,.00,119.90%,0,,
SPY201009C185,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.055,.00,--,152.89,152.60,X,153.07,X,9 OCT 20,185,0,T,.01,W,SPY201009P185,.02,A,0,50,0.06%,99.94%,0.12%,.00,0,.00,.00,50,200,.005,.00,114.93%,0,,
SPY201009C190,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.165,.00,--,147.89,147.48,X,147.97,Z,9 OCT 20,190,0,T,.01,W,SPY201009P190,.02,P,0,100,0.06%,99.94%,0.12%,.00,0,.00,.00,100,366,.005,.00,110.08%,0,,
SPY201009C195,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.195,.00,--,142.89,142.47,N,142.92,X,9 OCT 20,195,0,Z,.01,W,SPY201009P195,.02,A,0,50,0.06%,99.94%,0.12%,.00,0,.00,.00,50,300,.005,.00,105.36%,0,,
SPY201009C200,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.175,.00,--,137.89,137.49,N,137.94,N,9 OCT 20,200,0,Z,.01,W,SPY201009P200,.01,Z,-.01,302,0.06%,99.94%,0.12%,.00,0,.00,.00,302,535,.005,.00,100.75%,0,,
SPY201009C205,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.055,.00,--,132.89,132.60,A,133.07,N,9 OCT 20,205,0,T,.01,W,SPY201009P205,.02,A,-.10,50,0.06%,99.94%,0.12%,.00,0,.00,.00,50,50,.005,.00,96.25%,0,,
SPY201009C210,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.18,.00,--,127.89,127.48,H,127.94,N,9 OCT 20,210,0,T,.01,W,SPY201009P210,.01,C,-.01,2,0.06%,99.94%,0.13%,.00,0,.00,.00,2,185,.005,.00,91.85%,0,,
SPY201009C215,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.05,.00,--,122.89,122.60,A,123.08,N,9 OCT 20,215,0,T,.01,W,SPY201009P215,.02,C,-.01,11,0.07%,99.93%,0.13%,.00,0,.00,.00,11,28,.005,.00,87.55%,0,,
SPY201009C220,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.12,.00,--,117.89,117.55,Q,117.99,N,9 OCT 20,220,0,T,.01,W,SPY201009P220,.01,W,-.03,36,0.07%,99.93%,0.13%,.00,0,.00,.00,36,49,.005,.00,83.34%,0,,
SPY201009C225,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.035,.00,--,112.89,112.66,Q,113.05,Q,9 OCT 20,225,0,Z,.01,W,SPY201009P225,.01,C,0,0,0.07%,99.93%,0.13%,.00,0,.00,.00,0,207,.005,.00,79.22%,0,,
SPY201009C230,0, ,0,<empty>,93.27%,6.73%,12.79%,.01,0,-.03,.06,<empty>,0,.03,.00,151.35%,107.89,107.72,H,108.12,Q,9 OCT 20,230,.01,W,.01,W,SPY201009P230,.01,H,0,0,0.13%,99.87%,0.25%,.00,0,-.01,.00,0,408,.01,.00,79.41%,0,,
SPY201009C235,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.135,.00,--,102.89,102.53,X,102.98,Q,9 OCT 20,235,.01,W,.01,W,SPY201009P235,.01,X,0,0,0.13%,99.87%,0.25%,.00,0,-.01,.00,0,287,.01,.00,75.00%,0,,
SPY201009C240,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.03,.00,--,97.89,97.66,Q,98.06,Q,9 OCT 20,240,.01,W,.01,W,SPY201009P240,.09,H,+.02,2,0.14%,99.86%,0.27%,.00,0,-.01,.00,2,418,.01,.00,71.24%,0,,
SPY201009C245,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.06,.00,--,92.89,92.62,Z,93.04,Q,9 OCT 20,245,.01,Z,.01,W,SPY201009P245,.03,E,0,20,0.14%,99.86%,0.27%,.00,0,-.01,.00,20,392,.01,.00,67.02%,0,,
SPY201009C250,0, ,0,<empty>,94.41%,5.59%,10.76%,.01,0,-.03,.06,<empty>,0,.03,.00,113.93%,87.89,87.59,E,88.25,C,9 OCT 20,250,.01,W,.02,W,SPY201009P250,.01,A,0,0,0.21%,99.79%,0.41%,.00,0,-.01,.00,0,527,.015,.00,65.53%,0,,
