Option Code,LAST,LX,Delta,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,High,Mark,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,LAST,LX,Delta,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,High,Mark,,
SPY201207C338,25.15,X,.95,+5.92,5,95.87%,4.13%,8.17%,.01,0,-.09,.05,5,55,.0918,.00,33.84%,29.1582,<empty>,29.250,29.21,I,29.29,I,7 DEC 20,338,.07,W,.08,W,SPY201207P338,.08,C,-.01,-.09,13,1.64%,98.36%,3.25%,.00,0,-.03,.02,13,519,.075,.00,27.63%,0,.09,.075,,
SPY201207C339,27.50,C,.95,+2.57,1,96.04%,3.96%,7.82%,.01,0,-.07,.05,1,22,.0718,.00,32.27%,28.1582,27.50,28.230,28.16,Z,28.30,Q,7 DEC 20,339,.08,W,.09,W,SPY201207P339,.11,I,-.02,-.09,39,1.85%,98.15%,3.66%,.00,0,-.04,.02,39,465,.085,.00,27.26%,0,.11,.085,,
SPY201207C340,21.70,B,.95,0,0,95.71%,4.29%,8.49%,.02,0,-.10,.05,0,64,.1018,.00,31.76%,27.1582,<empty>,27.260,27.22,I,27.30,I,7 DEC 20,340,.09,Z,.10,W,SPY201207P340,.10,W,-.02,-.09,104,2.07%,97.93%,4.09%,.00,0,-.04,.02,104,"2,352",.095,.00,26.83%,0,.12,.095,,
SPY201207C341,24.87,I,.95,+4.60,3,95.50%,4.50%,8.89%,.02,0,-.10,.05,3,28,.1168,.00,30.94%,26.1582,24.87,26.275,26.23,I,26.32,Q,7 DEC 20,341,.09,W,.10,W,SPY201207P341,.10,N,-.02,-.14,114,2.12%,97.88%,4.20%,.00,0,-.04,.02,114,543,.095,.00,25.95%,0,.12,.095,,
SPY201207C342,23.80,D,.95,+2.88,24,96.15%,3.85%,7.62%,.01,0,-.06,.05,24,"3,988",.0568,.00,28.53%,25.1582,23.80,25.215,25.11,Z,25.32,Q,7 DEC 20,342,.10,W,.11,W,SPY201207P342,.11,N,-.02,-.09,60,2.35%,97.65%,4.66%,.00,0,-.04,.03,60,836,.105,.00,25.46%,0,.12,.105,,
SPY201207C343,19.99,C,.94,-1.47,2,94.71%,5.29%,10.46%,.02,0,-.10,.05,2,24,.1768,.00,29.86%,24.1582,<empty>,24.335,24.24,I,24.43,Q,7 DEC 20,343,.11,Z,.12,W,SPY201207P343,.14,M,-.02,-.15,28,2.59%,97.41%,5.13%,.00,0,-.05,.03,28,"1,041",.115,.00,24.93%,0,.14,.115,,
SPY201207C344,17.43,J,.95,0,0,95.09%,4.91%,9.71%,.02,0,-.09,.05,0,40,.1368,.00,27.98%,23.1582,<empty>,23.295,23.25,I,23.34,Q,7 DEC 20,344,.12,W,.13,W,SPY201207P344,.12,C,-.03,-.18,122,2.84%,97.16%,5.62%,.00,0,-.05,.03,122,"1,156",.125,.00,24.35%,0,.15,.125,,
SPY201207C345,21.71,I,.95,+4.79,3,95.45%,4.55%,8.99%,.02,0,-.08,.05,3,73,.1018,.00,26.17%,22.1582,21.71,22.260,22.17,Q,22.35,Z,7 DEC 20,345,.13,W,.14,W,SPY201207P345,.15,C,-.03,-.12,246,3.10%,96.90%,6.13%,.00,0,-.05,.03,246,"1,970",.135,.01,23.74%,0,.17,.135,,
SPY201207C346,15.80,M,.94,0,0,94.52%,5.48%,10.84%,.02,0,-.09,.05,0,50,.1668,.01,26.34%,21.1582,<empty>,21.325,21.28,I,21.37,Q,7 DEC 20,346,.14,W,.15,W,SPY201207P346,.15,E,-.03,-.23,184,3.37%,96.63%,6.67%,.00,0,-.05,.04,184,"1,109",.145,.01,23.09%,0,.21,.145,,
SPY201207C347,14.89,I,.94,0,0,94.26%,5.74%,11.34%,.03,0,-.09,.06,0,77,.1768,.01,25.41%,20.1582,<empty>,20.335,20.29,I,20.38,Q,7 DEC 20,347,.15,W,.16,W,SPY201207P347,.17,Z,-.03,-.26,205,3.65%,96.35%,7.23%,.00,0,-.06,.04,205,"1,637",.155,.01,22.42%,0,.21,.155,,
SPY201207C348,14.36,I,.93,0,0,93.14%,6.86%,13.56%,.03,0,-.10,.06,0,17,.2518,.01,25.57%,19.1582,<empty>,19.410,19.31,I,19.51,Z,7 DEC 20,348,.17,P,.18,W,SPY201207P348,.18,C,-.04,-.32,219,4.13%,95.87%,8.16%,.00,0,-.06,.04,219,"1,213",.175,.01,21.95%,0,.24,.175,,
SPY201207C349,17.94,C,.94,+4.13,9,93.47%,6.53%,12.91%,.03,0,-.09,.06,9,77,.2118,.01,23.81%,18.1582,17.94,18.370,18.33,I,18.41,Q,7 DEC 20,349,.19,W,.20,W,SPY201207P349,.22,D,-.04,-.24,98,4.62%,95.38%,9.13%,.00,0,-.07,.05,98,"1,514",.195,.01,21.42%,0,.26,.195,,
SPY201207C350,16.96,C,.93,+5.12,13,92.85%,7.15%,14.14%,.03,0,-.09,.07,13,147,.2418,.01,23.17%,17.1582,17.33,17.400,17.36,I,17.44,Q,7 DEC 20,350,.21,W,.22,W,SPY201207P350,.24,A,-.05,-.26,576,5.13%,94.87%,10.15%,.00,0,-.07,.05,576,"3,344",.215,.01,20.84%,0,.31,.215,,
SPY201207C351,15.55,C,.93,+3.51,16,92.32%,7.68%,15.17%,.03,0,-.10,.07,16,136,.2618,.01,22.36%,16.1582,15.55,16.420,16.35,Q,16.49,Q,7 DEC 20,351,.24,W,.25,W,SPY201207P351,.30,C,-.06,-.27,58,5.84%,94.16%,11.54%,.00,0,-.08,.06,58,"2,517",.245,.01,20.38%,0,.35,.245,,
SPY201207C352,13.96,C,.92,+3.08,1,91.55%,8.45%,16.70%,.04,0,-.10,.07,1,94,.2968,.01,21.72%,15.1582,13.96,15.455,15.32,Z,15.59,Z,7 DEC 20,352,.28,D,.29,W,SPY201207P352,.29,X,-.06,-.52,72,6.73%,93.27%,13.31%,.00,0,-.09,.06,72,739,.285,.01,20.00%,0,.41,.285,,
SPY201207C353,13.85,C,.91,+3.14,62,90.79%,9.21%,18.20%,.04,0,-.10,.08,62,346,.3268,.01,20.97%,14.1582,14.39,14.485,14.44,Q,14.53,I,7 DEC 20,353,.32,N,.33,W,SPY201207P353,.37,A,-.07,-.38,166,7.66%,92.34%,15.14%,-.01,0,-.09,.07,166,"3,584",.325,.01,19.52%,0,.46,.325,,
SPY201207C354,12.77,C,.91,+3.77,34,90.53%,9.47%,18.71%,.04,0,-.10,.08,34,236,.3168,.02,19.69%,13.1582,12.77,13.475,13.36,Q,13.59,Q,7 DEC 20,354,.36,W,.38,W,SPY201207P354,.36,X,-.08,-.48,134,8.71%,91.29%,17.21%,-.01,0,-.10,.08,134,"1,476",.37,.02,19.02%,0,.52,.370,,
SPY201207C355,12.16,C,.89,+4.06,29,88.35%,11.65%,22.99%,.04,0,-.12,.09,29,298,.4418,.02,19.94%,12.1582,12.89,12.600,12.56,I,12.64,I,7 DEC 20,355,.43,Z,.44,W,SPY201207P355,.44,A,-.10,-.54,"1,133",10.11%,89.89%,19.96%,-.01,0,-.11,.09,"1,133","3,175",.435,.02,18.68%,0,.63,.435,,
SPY201207C356,11.50,Z,.87,+3.49,133,86.46%,13.54%,26.72%,.04,0,-.13,.11,133,499,.5468,.02,19.76%,11.1582,11.50,11.705,11.62,Q,11.79,Q,7 DEC 20,356,.49,W,.50,W,SPY201207P356,.52,I,-.11,-.80,596,11.48%,88.52%,22.66%,-.01,0,-.12,.10,596,"1,545",.495,.02,18.15%,0,.72,.495,,
SPY201207C357,10.23,A,.86,+3.68,76,85.26%,14.74%,29.07%,.04,0,-.14,.11,76,646,.5868,.02,18.86%,10.1582,11.02,10.745,10.72,I,10.77,I,7 DEC 20,357,.57,W,.58,W,SPY201207P357,.58,C,-.13,-.76,607,13.20%,86.80%,26.06%,-.01,0,-.13,.11,607,"6,914",.575,.02,17.72%,0,.87,.575,,
SPY201207C358,9.57,I,.84,+3.29,14,83.44%,16.56%,32.65%,.04,0,-.15,.12,14,521,.6718,.03,18.27%,9.1582,9.80,9.830,9.80,I,9.86,I,7 DEC 20,358,.66,W,.67,P,SPY201207P358,.68,A,-.15,-.86,755,15.14%,84.86%,29.87%,-.01,0,-.14,.12,755,978,.665,.03,17.26%,0,.93,.665,,
SPY201207C359,8.30,E,.82,+3.24,22,81.12%,18.88%,37.21%,.05,0,-.16,.13,22,936,.7918,.03,17.85%,8.1582,8.90,8.950,8.92,I,8.98,I,7 DEC 20,359,.77,W,.78,P,SPY201207P359,.77,A,-.17,-1.00,"1,051",17.42%,82.58%,34.35%,-.01,0,-.16,.13,"1,051","1,272",.775,.03,16.83%,0,1.14,.775,,
SPY201207C360,8.05,A,.80,+3.28,142,78.60%,21.40%,42.16%,.05,0,-.17,.14,142,"1,520",.9218,.03,17.35%,7.1582,8.05,8.080,8.06,I,8.10,I,7 DEC 20,360,.90,W,.91,P,SPY201207P360,.90,A,-.19,-1.17,"4,411",20.04%,79.96%,39.50%,-.01,0,-.17,.14,"4,411","4,899",.905,.03,16.40%,0,1.35,.905,,
SPY201207C361,6.90,C,.77,+2.73,411,75.74%,24.26%,47.76%,.05,0,-.18,.16,411,"1,635",1.0718,.04,16.85%,6.1582,7.40,7.230,7.21,I,7.25,I,7 DEC 20,361,1.05,W,1.07,W,SPY201207P361,1.06,H,-.22,-1.30,327,23.06%,76.94%,45.40%,-.02,0,-.18,.15,327,"1,157",1.06,.04,15.99%,0,1.55,1.060,,
SPY201207C362,6.40,Z,.73,+2.82,559,72.47%,27.53%,54.16%,.04,0,-.19,.17,559,"2,088",1.2518,.04,16.38%,5.1582,6.71,6.410,6.39,I,6.43,I,7 DEC 20,362,1.24,N,1.25,W,SPY201207P362,1.26,N,-.26,-1.49,"1,110",26.50%,73.50%,52.13%,-.02,0,-.19,.16,"1,110","1,969",1.245,.04,15.59%,0,1.83,1.245,,
SPY201207C363,5.50,Z,.70,+2.48,368,68.79%,31.21%,61.35%,.04,0,-.19,.18,368,"2,229",1.4618,.04,15.90%,4.1582,5.91,5.620,5.60,P,5.64,I,7 DEC 20,363,1.45,Z,1.46,Z,SPY201207P363,1.51,Z,-.30,-1.64,"1,381",30.32%,69.68%,59.60%,-.02,0,-.20,.18,"1,381","1,100",1.455,.04,15.16%,0,2.13,1.455,,
SPY201207C364,4.66,X,.66,+2.20,402,64.63%,35.37%,69.46%,.04,0,-.20,.19,402,"2,086",1.7168,.05,15.49%,3.1582,5.18,4.875,4.86,P,4.89,I,7 DEC 20,364,1.70,P,1.71,P,SPY201207P364,1.75,P,-.34,-1.99,454,34.63%,65.37%,68.01%,-.02,0,-.21,.19,454,640,1.705,.05,14.75%,0,2.49,1.705,,
SPY201207C365,4.03,P,.61,+2.04,"3,535",60.06%,39.94%,78.36%,.04,0,-.21,.19,"3,535","7,885",2.0118,.05,15.07%,2.1582,4.45,4.170,4.16,P,4.18,P,7 DEC 20,365,2.00,Z,2.01,Z,SPY201207P365,2.01,N,-.39,-2.23,"2,388",39.43%,60.57%,77.34%,-.03,0,-.21,.19,"2,388",821,2.005,.05,14.38%,0,2.90,2.005,,
SPY201207C366,3.52,Z,.56,+1.92,"2,494",55.07%,44.93%,88.04%,.04,0,-.21,.20,"2,494","1,443",2.3618,.05,14.70%,1.1582,3.82,3.520,3.51,P,3.53,P,7 DEC 20,366,2.35,Z,2.36,Z,SPY201207P366,2.35,Z,-.44,-3.23,"1,773",44.65%,55.35%,87.47%,-.03,0,-.22,.20,"1,773",164,2.355,.06,14.02%,0,3.25,2.355,,
SPY201207C367,2.93,C,.51,+1.65,"2,927",49.74%,50.26%,98.33%,.03,0,-.21,.20,"2,927","2,632",2.7668,.06,14.36%,.1582,3.21,2.925,2.92,P,2.93,Z,7 DEC 20,367,2.75,P,2.77,N,SPY201207P367,2.76,A,-.49,-2.70,"2,576",50.23%,49.77%,98.25%,-.04,0,-.22,.20,"2,576",185,2.76,.06,13.68%,0,3.89,2.760,,
SPY201207C368,2.41,N,.45,+1.47,"1,974",44.22%,55.78%,90.37%,.03,0,-.20,.20,"1,974","1,768",2.405,.06,14.11%,0,2.66,2.405,2.40,N,2.41,Z,7 DEC 20,368,3.22,W,3.24,Z,SPY201207P368,3.24,H,-.55,-3.71,"1,056",56.06%,43.94%,89.83%,-.04,0,-.21,.20,"1,056",54,2.3882,.06,13.38%,.8418,4.22,3.230,,
SPY201207C369,1.92,A,.39,+1.14,"1,775",38.66%,61.34%,78.91%,.03,0,-.19,.20,"1,775","2,293",1.95,.05,13.91%,0,2.18,1.950,1.94,I,1.96,W,7 DEC 20,369,3.77,P,3.79,P,SPY201207P369,3.94,P,-.61,-4.03,117,61.91%,38.09%,77.76%,-.04,0,-.20,.19,117,32,1.9382,.06,13.18%,1.8418,4.60,3.780,,
SPY201207C370,1.56,C,.34,+.99,"5,246",33.20%,66.80%,67.69%,.02,0,-.18,.19,"5,246","2,497",1.555,.05,13.72%,0,1.77,1.555,1.55,I,1.56,P,7 DEC 20,370,4.37,I,4.40,I,SPY201207P370,4.59,I,-.67,-3.01,167,67.70%,32.30%,65.87%,-.05,0,-.19,.18,167,76,1.5432,.05,12.95%,2.8418,5.41,4.385,,
SPY201207C371,1.23,Z,.29,+.78,"20,188",28.08%,71.92%,57.18%,.02,0,-.17,.17,"20,188","2,092",1.23,.05,13.62%,0,1.42,1.230,1.22,W,1.24,W,7 DEC 20,371,5.04,I,5.08,I,SPY201207P371,5.39,C,-.73,-4.11,3,73.16%,26.84%,54.67%,-.05,0,-.17,.17,3,17,1.2182,.05,12.78%,3.8418,5.77,5.060,,
SPY201207C372,.95,A,.24,+.62,870,23.30%,76.70%,47.39%,.02,0,-.15,.16,870,"21,536",.955,.05,13.51%,0,1.12,.955,.95,P,.96,N,7 DEC 20,372,5.76,I,5.81,I,SPY201207P372,6.00,Z,-.78,-2.82,12,78.28%,21.72%,44.18%,-.06,0,-.15,.15,12,4,.9432,.05,12.58%,4.8418,6.55,5.785,,
SPY201207C373,.73,C,.20,+.48,651,19.04%,80.96%,38.71%,.01,0,-.13,.14,651,"1,022",.735,.04,13.45%,0,.86,.735,.73,P,.74,W,7 DEC 20,373,6.54,I,6.58,I,SPY201207P373,6.95,N,-.82,-5.57,5,82.96%,17.04%,34.64%,-.06,0,-.13,.13,5,4,.7182,.04,12.35%,5.8418,7.57,6.560,,
SPY201207C374,.56,X,.16,+.37,"32,401",15.27%,84.73%,31.00%,.01,0,-.11,.12,"32,401",652,.555,.04,13.39%,0,.69,.555,.55,W,.56,P,7 DEC 20,374,7.36,I,7.42,I,SPY201207P374,7.94,I,-.87,-4.56,1,86.95%,13.05%,26.51%,-.06,0,-.11,.11,1,10,.5482,.03,12.19%,6.8418,7.94,7.390,,
SPY201207C375,.40,C,.13,+.26,497,12.23%,87.77%,24.81%,.01,0,-.10,.11,497,777,.425,.03,13.45%,0,.52,.425,.42,P,.43,W,7 DEC 20,375,8.22,I,8.28,I,SPY201207P375,8.75,Z,-.90,-5.85,6,90.53%,9.47%,19.22%,-.07,0,-.09,.09,6,5,.4082,.03,11.91%,7.8418,9.14,8.250,,
SPY201207C376,.31,X,.10,+.21,516,9.54%,90.46%,19.34%,.01,0,-.08,.09,516,234,.315,.03,13.43%,0,.36,.315,.31,W,.32,W,7 DEC 20,376,9.11,I,9.18,I,SPY201207P376,9.72,Z,-.93,-5.28,48,93.54%,6.46%,13.10%,-.07,0,-.07,.07,48,20,.3032,.02,11.56%,8.8418,10.24,9.145,,
SPY201207C377,.21,C,.08,+.14,216,7.41%,92.59%,15.02%,.01,0,-.07,.07,216,414,.235,.02,13.49%,0,.28,.235,.23,W,.24,W,7 DEC 20,377,10.02,Q,10.17,Z,SPY201207P377,10.85,Q,-.95,<empty>,2,95.23%,4.77%,9.65%,-.07,0,-.06,.05,2,0,.2532,.02,11.67%,9.8418,11.15,10.095,,
SPY201207C378,.17,D,.06,+.12,132,5.73%,94.27%,11.60%,.00,0,-.05,.06,132,976,.175,.02,13.57%,0,.22,.175,.17,W,.18,W,7 DEC 20,378,10.93,Q,11.06,Q,SPY201207P378,0, ,-.99,0,<empty>,98.78%,1.22%,2.48%,-.07,0,-.03,.02,<empty>,0,.1532,.01,9.49%,10.8418,<empty>,10.995,,
SPY201207C379,.12,Q,.05,+.08,31,4.52%,95.48%,9.14%,.00,0,-.04,.05,31,755,.135,.01,13.77%,0,.17,.135,.13,W,.14,W,7 DEC 20,379,11.84,Z,12.02,Q,SPY201207P379,0, ,-1.00,0,<empty>,100.00%,0.00%,0.00%,.00,0,.00,-128.42,<empty>,0,.0882,.00,0.07%,11.8418,<empty>,11.930,,
SPY201207C380,.10,Z,.04,+.05,117,3.58%,96.42%,7.24%,.00,0,-.04,.04,117,466,.105,.01,14.00%,0,.14,.105,.10,W,.11,W,7 DEC 20,380,12.90,I,12.98,I,SPY201207P380,13.00,Q,-1.00,-7.65,3,100.00%,0.00%,0.00%,.00,0,.00,-138.42,3,3,.0982,.00,0.07%,12.8418,13.80,12.940,,
SPY201207C381,.06,A,.03,+.03,38,2.90%,97.10%,5.87%,.00,0,-.03,.04,38,81,.085,.01,14.31%,0,.09,.085,.08,W,.09,W,7 DEC 20,381,13.87,Q,13.96,I,SPY201207P381,20.88,P,-1.00,0,0,100.00%,0.00%,0.00%,-.07,0,-.02,.00,0,0,.0732,.00,0.07%,13.8418,<empty>,13.915,,
SPY201207C382,.05,C,.02,+.02,20,2.26%,97.74%,4.57%,.00,0,-.03,.03,20,403,.065,.01,14.49%,0,.09,.065,.06,W,.07,W,7 DEC 20,382,14.86,I,14.95,I,SPY201207P382,20.85,C,-1.00,0,0,100.00%,0.00%,0.00%,-.07,0,-.02,.00,0,0,.0632,.00,0.07%,14.8418,<empty>,14.905,,
SPY201207C383,.05,D,.02,+.03,43,1.90%,98.10%,3.83%,.00,0,-.02,.02,43,68,.055,.01,14.90%,0,.06,.055,.05,W,.06,W,7 DEC 20,383,15.85,I,15.94,I,SPY201207P383,0, ,-1.00,0,<empty>,100.00%,0.00%,0.00%,.00,0,.00,-168.42,<empty>,0,.0532,.00,0.07%,15.8418,<empty>,15.895,,
SPY201207C384,.04,E,.02,+.02,43,1.55%,98.45%,3.13%,.00,0,-.02,.02,43,167,.045,.01,15.22%,0,.05,.045,.04,W,.05,W,7 DEC 20,384,16.84,I,16.93,I,SPY201207P384,28.81,I,-1.00,<empty>,1,100.00%,0.00%,0.00%,-.07,0,-.02,.00,1,1,.0432,.00,0.07%,16.8418,<empty>,16.885,,
SPY201207C385,.04,B,.01,+.03,65,1.22%,98.78%,2.47%,.00,0,-.02,.02,65,693,.035,.00,15.42%,0,.04,.035,.03,W,.04,W,7 DEC 20,385,17.84,I,17.93,Q,SPY201207P385,27.99,I,-1.00,+2.03,3,100.00%,0.00%,0.00%,-.07,0,-.02,.00,3,11,.0432,.00,0.07%,17.8418,<empty>,17.885,,
SPY201207C386,.03,C,.01,+.02,31,0.91%,99.09%,1.83%,.00,0,-.01,.01,31,113,.025,.00,15.48%,0,.03,.025,.02,W,.03,W,7 DEC 20,386,18.83,I,18.92,I,SPY201207P386,19.09,C,-1.00,-9.85,1,100.00%,0.00%,0.00%,-.07,0,-.02,.00,1,12,.0332,.00,0.07%,18.8418,19.09,18.875,,
SPY201207C387,.03,C,.01,+.01,5,0.87%,99.13%,1.76%,.00,0,-.01,.01,5,89,.025,.00,16.17%,0,.03,.025,.02,W,.03,W,7 DEC 20,387,19.70,Q,19.92,I,SPY201207P387,20.32,Q,-1.00,-6.20,4,100.00%,0.00%,0.00%,.00,<empty>,.00,-208.42,4,2,-.0318,.00,--,19.8418,20.32,19.810,,
SPY201207C388,.02,X,.01,-.01,43,0.54%,99.46%,1.09%,.00,0,-.01,.01,43,31,.015,.00,15.82%,0,.02,.015,.01,W,.02,W,7 DEC 20,388,20.83,I,20.92,Q,SPY201207P388,21.05,I,-1.00,-5.26,11,100.00%,0.00%,0.00%,-.07,0,-.02,.00,11,58,.0332,.00,0.07%,20.8418,21.05,20.875,,
SPY201207C389,.02,Q,.01,+.01,33,0.52%,99.48%,1.05%,.00,0,-.01,.01,33,68,.015,.00,16.47%,0,.02,.015,.01,W,.02,W,7 DEC 20,389,21.82,I,21.90,I,SPY201207P389,31.39,N,-1.00,+2.84,4,100.00%,0.00%,0.00%,-.07,0,-.02,.00,4,142,.0182,.00,0.07%,21.8418,<empty>,21.860,,
SPY201207C390,.02,A,.01,+.01,4,0.50%,99.50%,1.01%,.00,0,-.01,.01,4,47,.015,.00,17.11%,0,.02,.015,.01,W,.02,W,7 DEC 20,390,22.82,I,22.91,I,SPY201207P390,33.24,C,-1.00,+2.10,3,100.00%,0.00%,0.00%,.00,0,.00,-238.42,3,3,.0232,.00,0.07%,22.8418,<empty>,22.865,,
SPY201207C391,.03,W,.01,-.06,11,0.48%,99.52%,0.98%,.00,0,-.01,.01,11,18,.015,.00,17.75%,0,<empty>,.015,.01,W,.02,W,7 DEC 20,391,23.82,I,23.91,I,SPY201207P391,30.42,N,-1.00,+.68,2,100.00%,0.00%,0.00%,.00,0,.00,-248.42,2,605,.0232,.00,0.07%,23.8418,<empty>,23.865,,
SPY201207C392,.02,C,.01,0,29,0.49%,99.51%,0.98%,.00,0,-.01,.01,29,31,.015,.00,18.48%,0,.02,.015,.01,W,.02,W,7 DEC 20,392,24.81,Q,24.91,I,SPY201207P392,31.65,N,-1.00,<empty>,248,100.00%,0.00%,0.00%,-.08,0,-.02,.00,248,127,.0182,.00,0.07%,24.8418,<empty>,24.860,,
SPY201207C393,.01,W,.00,-.01,2,0.18%,99.82%,0.37%,.00,0,.00,.00,2,9,.005,.00,17.08%,0,.01,.005,0,Q,.01,W,7 DEC 20,393,25.81,Q,25.91,Q,SPY201207P393,0, ,-1.00,0,<empty>,100.00%,0.00%,0.00%,-.08,0,-.02,.00,<empty>,0,.0182,.00,0.07%,25.8418,<empty>,25.860,,
SPY201207C394,.01,A,.00,-.02,13,0.18%,99.82%,0.36%,.00,0,.00,.00,13,88,.005,.00,17.65%,0,<empty>,.005,0,I,.01,W,7 DEC 20,394,26.81,Q,26.91,Q,SPY201207P394,33.44,N,-1.00,<empty>,22,100.00%,0.00%,0.00%,-.08,0,-.02,.00,22,9,.0182,.00,0.07%,26.8418,<empty>,26.860,,
SPY201207C395,.03,C,.00,+.01,2,0.17%,99.83%,0.35%,.00,0,.00,.00,2,14,.005,.00,18.22%,0,<empty>,.005,0,I,.01,W,7 DEC 20,395,27.82,I,27.91,Q,SPY201207P395,0, ,-1.00,0,<empty>,100.00%,0.00%,0.00%,.00,0,.00,-288.42,<empty>,0,.0232,.00,0.07%,27.8418,<empty>,27.865,,
SPY201207C396,.01,D,.00,-.01,1,0.17%,99.83%,0.34%,.00,0,.00,.00,1,223,.005,.00,18.79%,0,.01,.005,0,I,.01,W,7 DEC 20,396,28.81,I,28.91,Q,SPY201207P396,0, ,-1.00,0,<empty>,100.00%,0.00%,0.00%,-.08,0,-.02,.00,<empty>,0,.0182,.00,0.07%,28.8418,<empty>,28.860,,
SPY201207C397,0, ,.00,0,<empty>,0.16%,99.84%,0.33%,.00,0,.00,.00,<empty>,0,.005,.00,19.35%,0,<empty>,.005,0,I,.01,W,7 DEC 20,397,29.81,I,29.91,Q,SPY201207P397,0, ,-1.00,0,<empty>,100.00%,0.00%,0.00%,-.08,0,-.02,.00,<empty>,0,.0182,.00,0.07%,29.8418,<empty>,29.860,,
SPY201207C398,.01,Q,.00,<empty>,20,0.16%,99.84%,0.32%,.00,0,.00,.00,20,20,.005,.00,19.91%,0,<empty>,.005,0,B,.01,W,7 DEC 20,398,30.81,I,30.91,Q,SPY201207P398,0, ,-1.00,0,<empty>,100.00%,0.00%,0.00%,-.08,0,-.02,.00,<empty>,0,.0182,.00,0.07%,30.8418,<empty>,30.860,,
SPY201207C399,0, ,.00,0,<empty>,0.15%,99.85%,0.31%,.00,0,.00,.00,<empty>,0,.005,.00,20.47%,0,<empty>,.005,0,I,.01,W,7 DEC 20,399,31.81,I,31.90,I,SPY201207P399,0, ,-1.00,0,<empty>,100.00%,0.00%,0.00%,-.08,0,-.02,.00,<empty>,0,.0132,.00,0.07%,31.8418,<empty>,31.855,,
SPY201207C400,.01,C,.00,-.01,3,0.15%,99.85%,0.30%,.00,0,.00,.00,3,183,.005,.00,21.03%,0,.01,.005,0,B,.01,W,7 DEC 20,400,32.81,I,32.90,I,SPY201207P400,39.61,N,-1.00,<empty>,4,100.00%,0.00%,0.00%,-.08,0,-.02,.00,4,1,.0132,.00,0.07%,32.8418,<empty>,32.855,,
SPY201207C405,.01,C,.00,0,560,0.13%,99.87%,0.27%,.00,0,.00,.00,560,665,.005,.00,23.78%,0,<empty>,.005,0,E,.01,W,7 DEC 20,405,37.81,I,37.90,I,SPY201207P405,0, ,-1.00,0,<empty>,100.00%,0.00%,0.00%,-.08,0,-.02,.00,<empty>,0,.0132,.00,0.07%,37.8418,<empty>,37.855,,
SPY201207C410,.01,D,.00,0,4,0.12%,99.88%,0.24%,.00,0,.00,.00,4,482,.005,.00,26.46%,0,<empty>,.005,0,E,.01,W,7 DEC 20,410,42.81,I,42.90,I,SPY201207P410,0, ,-1.00,0,<empty>,100.00%,0.00%,0.00%,-.08,0,-.02,.00,<empty>,0,.0132,.00,0.07%,42.8418,<empty>,42.855,,
SPY201207C415,.02,A,.00,+.01,1,0.11%,99.89%,0.21%,.00,0,.00,.00,1,92,.005,.00,29.08%,0,<empty>,.005,0,B,.01,W,7 DEC 20,415,47.76,Z,47.90,I,SPY201207P415,0, ,-1.00,0,<empty>,100.00%,0.00%,0.00%,.00,<empty>,.00,-488.42,<empty>,0,-.0118,.00,--,47.8418,<empty>,47.830,,
SPY201207C420,.01,Q,.00,-.02,3,0.10%,99.90%,0.20%,.00,0,.00,.00,3,37,.005,.00,31.66%,0,<empty>,.005,0,B,.01,W,7 DEC 20,420,52.80,Q,52.90,I,SPY201207P420,58.33,C,-1.00,<empty>,1,100.00%,0.00%,0.00%,-.08,0,-.02,.00,1,0,.0082,.00,0.07%,52.8418,<empty>,52.850,,
SPY201207C425,0, ,.00,0,<empty>,0.09%,99.91%,0.18%,.00,0,.00,.00,<empty>,0,.005,.00,34.18%,0,<empty>,.005,0,B,.01,W,7 DEC 20,425,57.80,Q,57.91,Q,SPY201207P425,0, ,-1.00,0,<empty>,100.00%,0.00%,0.00%,-.08,0,-.02,.00,<empty>,0,.0132,.00,0.07%,57.8418,<empty>,57.855,,
SPY201207C430,0, ,.00,0,<empty>,0.08%,99.92%,0.17%,.00,0,.00,.00,<empty>,0,.005,.00,36.66%,0,<empty>,.005,0,B,.01,W,7 DEC 20,430,62.81,I,62.91,Q,SPY201207P430,0, ,-1.00,0,<empty>,100.00%,0.00%,0.00%,-.08,0,-.02,.00,<empty>,0,.0182,.00,0.07%,62.8418,<empty>,62.860,,
SPY201207C435,0, ,.00,0,<empty>,0.08%,99.92%,0.16%,.00,0,.00,.00,<empty>,0,.005,.00,39.09%,0,<empty>,.005,0,B,.01,W,7 DEC 20,435,67.81,I,67.91,Q,SPY201207P435,0, ,-1.00,0,<empty>,100.00%,0.00%,0.00%,-.08,0,-.02,.00,<empty>,0,.0182,.00,0.07%,67.8418,<empty>,67.860,,
